Estadística Industrial;;;;;;104;104;;;;;;;;;23;;;;;;;;;;;;;;;;;;104;104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Estadística Industrial;;;;;;;;T1;T1;;;;;;;;;;;;;;;;;;;13;;;;;;;;;;;;T1;22;;;;;;;;;;;;;;;;;;;;;;;;;
Análisis Económico sección A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C2;C2;C2;T;S3;;;;;;;;;;;;;;;;
Programación Matemática;;S3;S3;S3;S3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Modelos Estocásticos y Simulación;;;;;;;;;;;;;13;;;;;;;;;;C3;C3;;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Modelos Estocásticos y Simulación;;;;;;;;;;;;;;13;;;;;;;;;;;C3;C3;;;;;;   ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fundamentos de Ing. De Procesos;;;;;;;;;;;;;;;;E2;;;;;;;;;;;;;E1;E1;E1;;;;;;;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;
Marketing Táctico y Operativo sección A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;105;;;22;;;;;;;;;;;;;;;;;
Marketing Táctico y Operativo sección B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;105;;;;;;;;;;;;;;;;;;
Diseño de Sistemas de Operaciones;S2;S2;S2;;;;103;;;;;;;;;;;;;;;;S3;S3;;;;;;;;;;;;104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tecnologías de Información sección A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S3;S3;;L;L;;;;;;;;;
Tecnologías de Información sección B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S3;S3;;;;;;L;L;;;;;;;
Procesos y Equipos Industriales I;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;14;14;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ingeniería Financiera;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S4;S4;S4;;;;;;;;;;;;;
Planificación y Gestión de  las operaciones;;;;;;;;;;;;;;;;103;AF;AF;AF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gestión de Proyectos sección A;;;;103;;;C2;C2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Procesos y Equipos Industriales II;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;C2;C2;C2;;;;;;;;C3;L;;;;;;;;;;;;;;;;;;;;;;;;;;
Proyecto de Licenciatura sección (3 Secciones=;;;;;;;;;;;;;;;;;;;;;;;104;104;104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Diseño de Sistemas de Costeo;;;;;;;;;;;;;;;;;;;C2;C2;C2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Proyecto de Diseño de Sistemas de Operaciones sección A;;;;;;;;;;;;;;;;;;;;;;;Ak;Ak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Proyecto de Diseño de Sistemas de Operaciones sección B;;;;;;;;;;;;;;;;;;;;;;;;;C5;C5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gestión de la Cadena de abastecimiento;;;;;;;;;;;;;;;;25;C2;C2;;;;;;;;;C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gestión Ambiental y Energética;;;;;;;;;;;;;;103;103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Proyecto de Diseño de Sistemas de Planificación de Operaciones;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Proyecto de Diseño de Sistemas de Planificación de Operaciones;;;;;;;;;;;;;;;;;;;;24;24;24;;;;;;;;;;;;;;;;;;;;;T;;;;;;;;;;;;;;;;;;;;;;;
Estrategia y control de gestión;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S4;S4;S4;;;;;;;;
Mejoramiento Continuo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S4;S4;S4;;;;;
Proyecto Aplicación Tecnológica SecciónA;;;;;;;;;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Proyecto Aplicación Tecnológica SecciónB;;;;;;;;;;;;;;;;;24;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Proyecto Aplicación Tecnológica SecciónC;;;;;;;;;;;;;;;;;;;C1;C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Proyecto de Título sección A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S5;S5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Proyecto de Título sección B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S5;S5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Electivo I : Sistemas Avanzados para la Gestión de operaciones;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;105;105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Electivo II: Tópicos avanzados en logística en las organizaciones;;;;;;C5;C5;C5;;;;;;;;;;;;;;;;;;;102;102;104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Electivo I : Ingeniería de Planta y Productos Tecnológicos;;;;;;;;;;;;;;;;;;;;;;;;;;;;S1;S1;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Electivo II: Taller de Energías Renovables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;105;105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Electivo I: Modelos Aplicados a la Gestión Logística;;;;;22;22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Electivo II: Procesos Estocásticos y Simulación;;;;;;;;;;;;;;;;;104;104;104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Electivo III: Programación;;;;;;;;;;;;;;;;;;;;104;104;104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Electivo IV: Gestión de Operaciones en la Organización;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;105;105;;;;;;;;;;;
Electivo V: Minería de datos ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tecnologías de Información Sección A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E1;E1;E1;E1;;;;;;;;;;;;;;;;;;
Tecnologías de Información SecciónB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INTRO. A LA Ingeniería DE MINAS (A);;;;;;;;;;;;;;;;;;105;105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INTRO. A LA Ingeniería DE MINAS (B);;;;;;;;;;;;;;;;;;;;;;;;;;105;105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOLUCIONES ALGORITMICAS DE PROBLEMA (catedra A);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;24;;;;;;;;;;;;;;;;;;
SOLUCIONES ALGORITMICAS DE PROBLEMA (laboratorio A);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T2;T2;;;;;;;;;;;;;;;;;;;;;;;;;;
SOLUCIONES ALGORITMICAS DE PROBLEMA (catedra B);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;104;;;;;;;;;;;;;;;
SOLUCIONES ALGORITMICAS DE PROBLEMA (laboratorio B);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Química I ;;;;;104;;;;;;;;;;;102;;;T2;T2;;;;;;;;;;;;;;;;;;;;;105;;;;;;;;;;;;;;;;;;;;;;;;;
Química I (LAB);;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Química II ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C5;C5;;;;;;;;;;;C5;;;;;;;;;;;;;;;;;;;;;;;;
Química II (LAB);X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GEOLOGÍA GENERAL;;;;;;14;;;;;;;;;;14;;;;;;;;;;;;;;;;;;;;;;;;S3;S3;;;;;;;;;;;;;;;;;;;;;;;;;
MINERALOGÍA Y PETROGRAFIA;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MINERALOGÍA Y PETROGRAFIA (LAB) (B);;;;;;;;;;;;;;X;X;;;;;;;;;;;;;;;;;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FENOMENO DE TRANSPORTE Y BALANCE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;103;103;;;;;;;;;;;;;
Mecánica DE FLUIDOS AVANZADOS;;;;;;;;;;;;;;;;;103;103;103;;;;;;;;;;;;;;;;;;;S4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FUNDAMENTO DE LAMETALURGIA ;;;;;;;;;;;;;;;;;;;;;;;;103;103;103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FUNDAMENTO DE LA METALURGIA (LAB)(B);;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FUNDAMENTO DE LA METALURGIA (LAB) (A);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;
RESISTENCIA DE MATERIALES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;12;;;;;;;;;;;;;;;;;;;;;;;;
evaluación DE YACIMIENTOS;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
evaluación DE YACIMIENTOS (LAB);;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ECONOMÍA MINERA;;;;;;;;;23;23;;;;;;;;;;;;;;;;;;;;;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PERFORACIÓN Y TRONADURA;;;;;;;;;;;;;C5;C5;C5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GEOTECNIA MINERA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;105;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;
GEOTECNIA MINERA (LAB);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
SUSTENTABILIDAD Y CIERRE DE FAENA;;;;;;;;;;;;;;;;;;;;S2;S2;S2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GEOESTADISTICA;;;;;;;;;;;;;;;;;;;;;;;;S4;S4;S4;S4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TERMODinámica / TERMOTECNIA ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;103;103;;;;;;;;;;;;;;;;;;;
LEGISLACIÓN Y SEGURIDAD MINERA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;14;14;;;;;;;;;;;;;
MINERIA A CIELO ABIERTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MINERIA SUBTERRANEA;;;;;;;;;;;;;;;;;;;;;;;;;;;103;103;103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SERVICIOS MINEROS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T2;T2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Planificación MINERA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Planificación MINERA (LAB);;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OPTIMIZACIÓN MINERA;;;;;;;;;;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Simulación DE PROCESOS MINEROS;;;;;;;;;;;;;;;;;;;;;;;;;S3;S3;S3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OBRAS MINERAS;;;;;;;;;;;;23;23;23;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HIDROMETALURGIA (MINOR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;25;25;;;;;;;;;;;;;;;;
MEMORIA;;;;;;;;;;;;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MODELAMIENTO GEOTECNICO (MINOR);;;;;;;;;;;;;;;;;;;;;;;;;;;;C1;C1;C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROYECTO DE MEMORIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C1;C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Planificación AVANZADA (MINOR);;;;;;;;;;;;;;;;;;;;;;;;;;;;S3;S3;S3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PIROMETALURGIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Introducción a la Programación - A;;;;;;;;;;;;;;22;22;;;;;;;;;C5;;;;;;;;;;22;24;24;;;L2;L2;L2;;;;;;;;;;;;;;;;;;;;;;;;;
Introducción a la Programación - B;;;;;;;;;;;;;;;;22;22;;;;;;;;;;;;;;;;;;22;;;;;;Lip;Lip;;;;;;;;22;;;;;;;;;;;;;;;;
Teoría de sistemas - A;;;;;;13;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;L3;L3;;;;;;;;;;;;;;;;;;
Teoría de sistemas - B;;;;;;;;C1;C1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;L2;L2;;;;;;;;;;;;;;;;;;
Introducción a la ICC - A;;;;;;;;;;;;;;;;;;;;;;;;;E2;E2;;;;;;;;;;;;;UNI;UNI;;;;;;;;;;;;;;;;;;;;;;;;;;
Introducción a la ICC - B;;;;;;;;;;;;;;;;;;;;;;;;;E2;E2;;;;;;;;;;;;;;;UNI;UNI;;;;;;;;;;;;;;;;;;;;;;;;
Interfaz H-M ;;;;;;;;;;;;;E1;E1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNI;;;;;;;;;;;;;;;;
Pensamiento Computacional;;;;;;;;;;;;;;;;;;E2;E2;;;;;;;;;L2;L2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Programación avanzada ;;;;;;;;;;;;;;;104;104;;;;;;;;;;;;;S2;L2;L2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lenguajes y paradigmas de Programación ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;13;;;;;;;;;;;;;;;;L201;L3;;;;;;;;;;;;;;
Proyecto de Programación - A;;;;;SP;SP;SP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Proyecto de Programación - A;;;;;SP;SP;SP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Modelos Discretos;;;S4;S4;;;;;;;;;;;;;;;;C5;;;;;;;;;;;;;;;;;;;;;;;;;;;S4;S4;;;;;;;;;;;;;;;;;;
Requisitos de Software;;;;;;;;;;;;;;;;;;;;;;;;;;S1;S1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Metodologías y Planificación;;;;;;;;;;;;;;;;;;;;;;;;SP;SP;;;;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;;
Diseño de Bases de Datos;;;;;;;;;;;;;;;;L203;;;;C3;;;;;;;;S4;S4;S1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Diseño de software;;;;;;;;;;;;;;;;;;;L2;;;;;;;104;104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Construcción y Validación;;C1;C1;;;;;;;;;;;;L2;L2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sistemas Operativos;;;;S1;S1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;L2;;;;;;;;;;;;;;;;;;;;
Gestión de Bases de Datos;;;;;;;;;;;;;;;;;;;;;;;;;L202;;;;;;;;;;;;;;;;;;;;;;;;S2;S2;;;;;;;;;;;;;;;;
Redes de Computadores;;;;;;T1;T1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;23;;;;;;;;;;;;;;;;;;
*** Electivo - MCC: Tecnologías Móviles;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C5;C5;C5;;;;;;;;;;;;;;;;;;;;;;;;;
Taller de Desarrollo de Software;;;;;;;;;;;;;;;;SP;L201;;;;;;;;;;;;;;;;;SP;SP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
*** Electivo - MCC: Diseño y Análisis de Algoritmos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SP;SP;SP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gestión de Proyectos Tecnológicos;;;;;;;;;;;;;;;;;;;;;;;102;102;L2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seguridad Informática;;;;;24;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;L201;;;;;;;;;;;;;;;;;;;
*** Electivo - MCD: Análisis Exploratorio de Datos;;;;;;;;;;;;;;24;24;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Formulación de Proyecto de Titulación (c.comp) - A;;;;;;;;;;;;;;;;;;23;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Formulación de Proyecto de Titulación (c.comp) - A;;;;;;;;;;;;;;;;;;23;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Proyecto de Titulación (c.comp) - A;;;;;;;;;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Proyecto de Titulación (c.comp) - A;;;;;;;;;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
*** Electivo - MCD: Extracción. Y Gestión. Datos masivos;25;25;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Procesos de Fabricación con Arranque de Viruta A;;;;;;L;L;;;;;;L;L;;;;;;;;;;;;;;21;21;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Procesos de Fabricación con Arranque de Viruta B;;;;;;;;;;;;;;;;;L;L;;;;;;;;;;21;21;21;;;;;;;;;L;L;;;;;;;;;;;;;;;;;;;;;;;;;;
Química;;;;;;;;;;;;;;;;;;;;;;;105;105;105;;;;;;;;;;L;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Introducción a la Ingeniería Mecánica;;;;;;;;;;;;;;;;;;;13;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Materiales para Ingeniería;;;;;E2;E2;;;;;;;;;;;;;;;;;;;;;;;;;;;;L;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Programación y Computación;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;L;L;;;;;;;;;;;;;;23;;;;;;;;;;;;;;;;;;;;
Mecánica General;;;;;;;;;;;;;;;;S5;S5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102;102;102;;;;;;;;;;;;;;;;;;
Mecánica de Fluidos;;;105;105;;;;;;;;;;;;;;;;;;;;;102;102;;;;;;;;;;;;;;;L;L;;;;;;;;;;;;;;;;;;;;;;;;
Electrotecnia y Electrónica;;;;;;;;;;;;;;;;;;;;S4;S4;;;;;;;;;;S3;S3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Proyecto Interdisciplinario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T2;T2;;;;;;;;;;;;;;;;;;
Termodinámica;S4;S4;S1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Resistencia de Materiales;;;;;;;;;;;;;;;;;;;T1;;;;T2;;;;T2;T2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecánica Computacional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T1;T1;;;;;L;L;;;;;;;;;;;;;;;;;;;;;;;;;
Transferencia de Calor;;;;;;;;;;;;S1;S1;;;;;;;;;;;;;;;;L;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dinámica de Máquinas;;;;;;;;;;;;;;;;;;;;;;;24;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Desarrollo de Productos;;;;;;11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gestión del Mantenimiento Industrial;;;;;;;;;26;26;;;;;;;;;;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Máquinas Térmicas;;;;;;;;;;;;;;;;;;;;;;;;;;T1;L;L;;;;;;;;;;C4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Máquinas Hidráulicas;;;;S5;S5;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;
Elementos de Máquinas;;;;;;;;;;;;;;;T1;T1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Modelamiento para Mantenimiento;;;;;;;;;;;;;;;;;E2;22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Diseño de Equipos de Procesos;;;;;;;;;;;;;L;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Diseño de Máquinas;;;;;;;;;;;;;;;;;;;;;;;;;;;T1;T1;T1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Proyecto Disciplinario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;22;;;;;;;;;;;;;;;;;;;;;;;;;;
Sistemas Hidráulicos y Neumáticos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C3;C3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Memoria de Título I;;;;;;;;;;;;;;;;;26;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Automatización Industrial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T1;T1;;;;;;;;;;;;;;;;;;;;;;;;
Gestión de Operaciones;;;;;;;;;;;;;;;;;;;;S5;S5;;;;;;;;;;;;;;;;T2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Memoria de Título II;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C5;C5;;;;;;;;;;;;;;;;;;;
Gestión Energética ;;;;;;;;;;;;;;;S4;S4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ingeniería Ambiental;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E2;E2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Métodos de Elementos Finitos para Mecánica Aplicada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T2;T2;;;;;;;;;;;;;;;;;;;;
Diseño y Validación de Componentes mecánicos;;;;;;;;;;;;;;;;;;;;;;;;22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Montaje y Elementos de Transporte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SRM;SRM;;;;;;;;;;;;;;;;;;;;;;;;;;
Análisis de Riesgo y Confiabilidad;;;;;;;;;;;;;;;;;;;;;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mantenimiento Basado en Condición ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Introducción a la Computación Sección A;;;;;;;;;;;;;C4;C4;;;;;;;;;;;;;;;;;;;;;C4;C4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Introducción a la Computación Sección B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C4;C4;C4;C4;;;;;;;;;;;;;
Introducción Ingeniería Civil en Obras Civiles;;;;;;;;;;;;;;;;;;;E1;E1;;;;;;;;;;;;;;;;;;;;;E2;E2;;;;;;;;;;;;;;;;;;;;;;;;
Dibujo para Construcción asistida por Computador;;;;;;;;;C5;C5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C2;C2;;;;;;;C2;C2;;;;;;;;;;;;;;;;
Química;;;;;;;;;;;;;;;;;;;;;;;;lab;lab;;SP;SP;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Topografía;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C4;C4;;;;;;;;;102;102;;;;;;;;;;;;;;;;
Edificación I Sección A;;;;;;;;;;;;;;;C4;C4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C3;C3;;;;;;;;;;;;;;;;;;
